user_address,pool_name,cohort,faction,user_type,balance_pre_0826,balance_0909,staked_sushi_0909,first_entry_date
0xc005e7f7530abe03680f852a7f0db09da130e160,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-27 15:31:11.000000 UTC
0x087ad3acf60c4a8d8994a9f74204493ff1f8d3aa,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-22 08:54:36.000000 UTC
0xd3308b3dcffd1dd3d00bfb079100b1a479787086,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-20 21:15:02.000000 UTC
0x4a4c7bdfa9865b8ce2fe4e0a5525a02f44388cfe,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-23 14:48:15.000000 UTC
0xbde86612b020dd89bafae1ca73b615571e617190,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-15 23:15:06.000000 UTC
0xb4907a529eaf0f27bccc121fb885cf39418ab697,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 23:55:39.000000 UTC
0x4a5bb1c9347a0d4f7e06a29239162f03647d9232,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-03 00:47:07.000000 UTC
0x53d5ccd560940c24019066a4e052a06d1cac26bd,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-12 23:20:54.000000 UTC
0x65f4424cea0593c53fe4e34d55455238bd058a6c,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-16 01:19:36.000000 UTC
0x7f0ca98a800dba1141b18b147eb5f6f2e915c714,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-19 10:46:00.000000 UTC
0x54edfd3033818f47110bda4d4f6b8958b7a316c2,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-30 17:43:07.000000 UTC
0xd0e7075ab78cd5af281af4ab19195a663f4bb4b8,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-22 18:00:38.000000 UTC
0xb862bc6e6234ad0fe104055ed904baf04b4187db,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-21 21:00:55.000000 UTC
0xdd92e69810e20625750ffd286d4fcf1d753a664c,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-25 14:43:45.000000 UTC
0xf3f1f5cc169b39d488341d8737f085a6c6be7316,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-27 15:30:38.000000 UTC
0xc72525ab51a96cabe5d810125a08a4fb36740b07,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 06:32:39.000000 UTC
0x037f4e85ba3521633da9e5def559589ce7794be3,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-16 15:29:24.000000 UTC
0x1968c701d50db766789af82789a1dbdcd720ee84,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-29 04:48:35.000000 UTC
0x3f3003dec579ffe478be29133c22dc1bb273a2b8,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-23 10:53:55.000000 UTC
0x79282db7be479ae091ff5df9cddb91d8d4118217,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-22 18:33:29.000000 UTC
0x5bb6c35febf75647b976b02168df3214eeac5f8a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-18 16:55:25.000000 UTC
0x2c086b63a4f480dbd24fbb6ba0e8971e344e96e8,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-26 12:01:39.000000 UTC
0x64c5c2d2d6279df4bf2e9b76a6800a27719ed0aa,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-24 14:12:26.000000 UTC
0x9b80df270e17c30c343dac70e7347adf02c9447d,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-20 15:59:27.000000 UTC
0x491303813f9e0b6aa1278f983a5c8ff94dc62250,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-25 06:16:08.000000 UTC
0xc71602ab7a7507f7cc0687ae1586f4729a1edd6f,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-10 19:49:35.000000 UTC
0xf10d2e49b103a59921be6e2159ffad012f5a8ff0,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-18 16:19:51.000000 UTC
0x928e7cd20a6a33edd7740b93264b35422846ca5a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-20 14:51:42.000000 UTC
0x525b41c72c4ea3af9fbd47ac8e9f1ac87364908a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-25 00:16:54.000000 UTC
0x5f586db62140800d8cd42275148be1462f0041fd,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-17 11:57:13.000000 UTC
0x97a3c4641161a1e4817eb0753ab561aa9ea50b5e,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-12 06:02:13.000000 UTC
0xcce56edd5e4594aade98e84d3fe6a64e13a6d073,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-19 18:00:48.000000 UTC
0xa06fbe1bf13f26b59b00680654491b2a1e81480a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-25 21:47:37.000000 UTC
0xb7dffece1f671f4429078cacfc4737db151684bf,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-25 18:35:02.000000 UTC
0x99af564e7daf091010eb5f05abeb071ebe6f44fc,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-28 23:04:45.000000 UTC
0x5ce103fe3e7b5b4391fd5ea9fd1d1cb71769fcf0,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-24 04:21:54.000000 UTC
0xcfc8c3419aeae153b201fac48792dd26c4b1cad7,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-03 04:24:34.000000 UTC
0xc3064bc9de662444658daf90cbbf7325434f5a2a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-16 16:15:33.000000 UTC
0xc6fdcc657b02aa0c3075eddcce58c65d248b9bc2,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-18 02:18:19.000000 UTC
0x243fda49fcc36b826512e870efe6f10605aee49a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-08-07 13:37:59.000000 UTC
0x5be707d35212ce46c3059ebc9c3255e96da6f4ee,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-18 07:36:56.000000 UTC
0x4965c31fbe2f630eb19b0d45b5df776bfffeaa25,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-08-07 04:02:42.000000 UTC
0x153f2fde8dd32536337d8810f0245235df86d394,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 18:35:27.000000 UTC
0xe8301b6230b387a9298438e65952ecefb2d156b9,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-22 00:01:17.000000 UTC
0x4abb2c1bdc5e4506b1aefeb8ff57d521a91311a6,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-16 08:24:52.000000 UTC
0xb8cd13ffd453617eca9d84968ba52f9785ed6576,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-26 17:11:57.000000 UTC
0xdeb6f026cdfa8ab1130875aacee3312aa0c3f915,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-20 22:03:36.000000 UTC
0x780b822009a02fc5195ecf95bd43ae7bcc86ac29,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-08-07 20:16:00.000000 UTC
0x2d6ce47637e2b617001056e62efe807e0a0e8080,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 22:35:28.000000 UTC
0x1b72bac3772050fdcaf468cce7e20deb3cb02d89,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-08-05 07:53:21.000000 UTC
0x08feb93ad66208808549bb5efb97f8fbcc9ea6d0,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-22 13:56:29.000000 UTC
0x775ee938186fddc13bd7c89d24820e1b0758f91d,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-17 01:53:48.000000 UTC
0x788424fd43ce375e880eda1f55ada3b2a56f6328,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-22 01:08:07.000000 UTC
0xd4ab7551e6fbc19462d5721fbfc290cfc99d612b,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 22:32:25.000000 UTC
0xbc02e70ca7be0808d8a380b5afa063dbf5ae100f,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 11:13:21.000000 UTC
0x80c5137314e342d67761f3656ac277246db401b7,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-24 15:55:09.000000 UTC
0x7cc696a7734f459d55d1b4d716b1f56416f0c21f,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-15 12:18:30.000000 UTC
0x6ec9bfd35bcd01582805b1ea1a6e66169cdbaa46,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 15:54:06.000000 UTC
0x4f89f621fcd1d33539f36a73509b21a4cd9c01b0,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 22:06:03.000000 UTC
0x4ec8a3ac7312d88298aef3c8d891b398b9c115cd,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-29 17:11:55.000000 UTC
0xf2c661c8bed2b181f683df25210f81d2b5b69ef7,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-05 03:00:46.000000 UTC
0x8e2ac34c0c1685887ec7351aacf521d8971109cb,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-03 14:41:32.000000 UTC
0x0b77cc83a7ecd366354a0518b2a6224eec7de412,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-28 17:15:58.000000 UTC
0x99c11157da528721c5273049f3cf8e996bbacce4,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-08-13 16:00:02.000000 UTC
0xe4446f15fd34b8adbcc695e89260ec38c18850ec,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-23 18:20:45.000000 UTC
0xfd7a0e75bec360a9a6258c0e167dba9a5478adfb,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-24 00:25:11.000000 UTC
0xf18fd35bb0cf4e5656c2503831fabadec5c2c6f3,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-05 02:37:31.000000 UTC
0xa808ba63710fb2f052871eddd6ac7f453df609ae,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-11 19:04:37.000000 UTC
0x107e31fefe44fb4f01c6c250cdb52f3c971426a4,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-16 16:21:00.000000 UTC
0x846b5dd3cb6502a0fad2265599005012ae1d9d5a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-20 16:32:32.000000 UTC
0x7f96e24d6554eb6224944185ad34c8525939330a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-01 20:52:01.000000 UTC
0x865debdd54e9614a30d84da326a34d4ba69c6908,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-28 13:39:01.000000 UTC
0xfdd1f9adf869dde19f5354930de19afe07c3f86a,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-07 07:14:38.000000 UTC
0x0baf7b79f9174c0840aa93a93a2c2a81044a09a2,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-26 04:58:04.000000 UTC
0xd9c2e4692536724f3c5652d59557599ff1897490,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-29 19:21:50.000000 UTC
0xc28f85d6a2cd2252dac06f3db42a17033c4e7791,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-26 09:53:07.000000 UTC
0xb9a04ad060bae98649905aaf2e34f31e6d4c0b7d,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 13:28:09.000000 UTC
0x70bd35ed01022dfa87eccf7cc4fc4c2a73930b02,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-08-10 20:52:49.000000 UTC
0xb3693f750c6e1a3383f28963143dcbb2467c7371,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-04 15:45:47.000000 UTC
0xb2a8671bfb526b4fbb0831cbe7a0424440098f03,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-28 14:13:23.000000 UTC
0xffb2153a5143d04940fe983095d864cb4e7ff952,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-19 22:49:43.000000 UTC
0x4cf6dcc6985a09b5cfbbdcbea8d5e4b411a97a5b,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-23 14:19:27.000000 UTC
0xf1fb5dea21337feb46963c29d04a95f6ca8b71e6,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-09 02:46:58.000000 UTC
0x256578ad7743fb8b1b43c2ccb33e148878d172a2,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-17 03:28:25.000000 UTC
0xfafb013294d286b066db8b9061e8cd5385bacac1,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 15:32:52.000000 UTC
0xab954999c2147230ccf302513fdd88e37798f476,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-23 13:59:22.000000 UTC
0x6b790599ea89be7f68268eea87bbba9cab5cfb68,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-16 14:19:26.000000 UTC
0x52231a377c730d4b95477eeb501bafa175c87c6e,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 19:54:42.000000 UTC
0xf362a9d7ba3e2ff709f27d78c0545533763d06c1,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-18 20:54:09.000000 UTC
0xb857270071c5ac2384523a689e2ec51d90974fed,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-22 01:02:35.000000 UTC
0x054e4d23739dc1c0f3edc34ea874828e1612e004,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-19 21:48:04.000000 UTC
0x5c5b40855fc364b797c1f539f7eb39cdc94a8a91,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-20 20:24:33.000000 UTC
0xfb7813c0aed315b3a2ca9e5edd26ab2fe801c625,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-12 09:08:19.000000 UTC
0x50219644d04eb7119e385b3a54b003ab91e8a738,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-28 17:26:14.000000 UTC
0x162b49a5dc9add493d3eb8e2d5ed45b04919e018,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-21 03:24:42.000000 UTC
0x4f8a9d33247ba3b86c04ad236c9b4fcc569ebb69,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-23 01:08:32.000000 UTC
0xa784d5beb6a08662333a70e84998bbf3b691c502,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-25 04:54:22.000000 UTC
0x84e13ba3e77e5fe0b9209ed335ae9054efe5a8c1,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-06-28 12:15:16.000000 UTC
0xc66201f467dfd9dd466799339a4fd32125f85601,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-07 17:23:22.000000 UTC
0xbc402e8198a692070b91795a8377ee57ad95721b,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-04 00:41:57.000000 UTC
0xc68451fd432446fca5004875ff37ae47f7a1b37c,COMP-WETH,Early Leaver,N/A,Early Leaver,0.0,0.0,0.0,2020-07-27 19:45:23.000000 UTC
0x3733e403164a3dc9234afc393610b96530db37d0,COMP-WETH,New,Fence-sitter,New Fence-sitter,0.0,926.96174757381164,189.54349296886062,2020-09-08 15:46:21.000000 UTC
0xcb929f8f4fe8b951c43261d5e19402ea9e2fe1a8,COMP-WETH,New,Fence-sitter,New Fence-sitter,0.0,3.3268129999356892,0.61488847506479583,2020-08-28 07:41:08.000000 UTC
0xae28610fb42bff12e515b8437a6742fa85d01ab0,COMP-WETH,New,Fence-sitter,New Fence-sitter,0.0,0.63266121566795552,0.6,2020-09-04 04:28:40.000000 UTC
0x2a4152a796240f762e067f0c1d2f3597b3940953,COMP-WETH,New,Fence-sitter,New Fence-sitter,0.0,1.2825435260417397,0.99999999999999978,2020-09-01 22:10:12.000000 UTC
0x82e4d78c6c62d461251fa5a1d4deb9f0fe378e30,COMP-WETH,New,Fence-sitter,New Fence-sitter,0.0,1776.4036903539838,99.999999999999545,2020-08-31 00:51:50.000000 UTC
0x91ce71abf43bd7cf341c6ab46e5bc9fe101987df,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,1.9222785218668401,2020-09-01 05:45:30.000000 UTC
0x258302d09995a71b185097738a46ec2095b9197f,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,0.59739771090216687,2020-09-01 12:47:19.000000 UTC
0x8feeeaf9cd470bb66a01be5f16fb91043460527d,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,0.059250172642394676,2020-08-29 07:19:59.000000 UTC
0x7445e7c1bcb776c279d0f80fdc9953d1f7dede5f,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,5.7516519200270348,2020-09-06 21:17:02.000000 UTC
0x3e025504b92babf4bbbc20cbb28f2d04c1608247,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,8.8833228526398749,2020-08-28 17:11:17.000000 UTC
0x846e2bee19b9c0b06b7029e21ac1649795098366,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,0.61336516800746166,2020-09-03 11:46:03.000000 UTC
0x3a6140472a87d0ea5037914113b276e5b38583f8,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,3.3153475498973219,2020-09-07 14:50:32.000000 UTC
0xe8b27fb302b9629fa54b070119b6ed1afe42de19,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,1.1518466509413483,2020-09-01 08:18:26.000000 UTC
0x5732e492cfb705535ecb68da6c60cd894f16ec9f,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,1.0908981893088616,2020-09-07 17:48:24.000000 UTC
0x7eeb4c7ddb2b9ce2f93c290bdbb43d7a203e0888,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,0.59204740418721946,2020-09-09 03:48:20.000000 UTC
0x4a296985680dd342f5b30a3c1b3257d41553618e,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,0.471332079900378,2020-09-05 02:43:33.000000 UTC
0xb0569841c8357d794a7ff20c6385fe581dd80701,COMP-WETH,New,Migrator,New Migrator,0.0,1.7763568394002505e-15,12.74953311929046,2020-09-03 03:05:06.000000 UTC
0x360dfc3e97c795a14d421278ecc32af8f953e175,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,441.70210011279369,2020-08-28 10:19:34.000000 UTC
0x994731de7be59e5d82f36f8704173028aa13822b,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,0.086080317094619122,2020-09-08 12:28:21.000000 UTC
0xa6f4fa9840aa6825446c820af6d5eccf9f78ba05,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,16.885184677628832,2020-09-07 19:27:26.000000 UTC
0xec1e47007b6425ea163e1bada3e884d0bb282484,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,5.9408185866658672,2020-08-30 09:55:21.000000 UTC
0x68a560da7bb181b75ee71d64beec2eed36a32f12,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,1.0004139994249566,2020-09-02 22:14:52.000000 UTC
0x4d6003af61af47d11301e12d60a40c91fb83f372,COMP-WETH,New,Migrator,New Migrator,0.0,0.0,0.043409477901989756,2020-09-04 18:27:02.000000 UTC
